x,y_obs,weight,y_calc,y_bkg,Q,phase 1,phase 2
15.1739,114,0.00877193,105.279,105.279,1.07702,,
15.1881,92,0.0108696,105.27,105.27,1.07802,,
15.2022,110,0.00909091,105.261,105.261,1.07902,,
15.2164,109,0.00917431,105.252,105.252,1.08002,,
15.2306,101,0.00990099,105.243,105.243,1.08102,,
15.2447,86,0.0116279,105.234,105.234,1.08202,,
15.2589,123,0.00813008,105.224,105.224,1.08302,,
15.2731,106,0.00943396,105.215,105.215,1.08402,,
15.2873,99,0.010101,105.206,105.206,1.08502,,
15.3014,107,0.00934579,105.197,105.197,1.08602,,
15.3156,114,0.00877193,105.188,105.188,1.08702,,
15.3298,95,0.0105263,105.178,105.178,1.08802,,
15.3439,123,0.00813008,105.169,105.169,1.08902,,
15.3581,103,0.00970874,105.16,105.16,1.09001,,
15.3723,101,0.00990099,105.151,105.151,1.09101,,
15.3864,100,0.01,105.142,105.142,1.09201,,
15.4006,105,0.00952381,105.132,105.132,1.09301,,
15.4148,107,0.00934579,105.123,105.123,1.09401,,
15.429,123,0.00813008,105.114,105.114,1.09501,,
15.4431,122,0.00819672,105.105,105.105,1.09601,,
15.4573,116,0.00862069,105.096,105.096,1.09701,,
15.4715,120,0.00833333,105.086,105.086,1.09801,,
15.4856,111,0.00900901,105.077,105.077,1.09901,,
15.4998,109,0.00917431,105.068,105.068,1.10001,,
15.514,125,0.008,105.059,105.059,1.10101,,
15.5282,118,0.00847458,105.049,105.049,1.10201,,
15.5423,87,0.0114943,105.04,105.04,1.10301,,
15.5565,105,0.00952381,105.031,105.031,1.10401,,
15.5707,120,0.00833333,105.022,105.022,1.10501,,
15.5848,105,0.00952381,105.012,105.012,1.10601,,
15.599,105,0.00952381,105.003,105.003,1.10701,,
15.6132,100,0.01,104.994,104.994,1.10801,,
15.6273,117,0.00854701,104.985,104.985,1.10901,,
15.6415,96,0.0104167,104.975,104.975,1.11,,
15.6557,112,0.00892857,104.966,104.966,1.111,,
15.6699,89,0.011236,104.957,104.957,1.112,,
15.684,110,0.00909091,104.947,104.947,1.113,,
15.6982,108,0.00925926,104.938,104.938,1.114,,
15.7124,100,0.01,104.929,104.929,1.115,,
15.7265,112,0.00892857,104.92,104.92,1.116,,
15.7407,93,0.0107527,104.91,104.91,1.117,,
15.7549,119,0.00840336,104.901,104.901,1.118,,
15.769,113,0.00884956,104.892,104.892,1.119,,
15.7832,129,0.00775194,104.882,104.882,1.12,,
15.7974,121,0.00826446,104.873,104.873,1.121,,
15.8116,114,0.00877193,104.864,104.864,1.122,,
15.8257,113,0.00884956,104.855,104.855,1.12299,,
15.8399,122,0.00819672,104.845,104.845,1.12399,,
15.8541,108,0.00925926,104.836,104.836,1.12499,,
15.8682,109,0.00917431,104.827,104.827,1.12599,,
15.8824,112,0.00892857,104.817,104.817,1.12699,,
15.8966,97,0.0103093,104.808,104.808,1.12799,,
15.9107,118,0.00847458,104.799,104.799,1.12899,,
15.9249,96,0.0104167,104.789,104.789,1.12999,,
15.9391,108,0.00925926,104.78,104.78,1.13099,,
15.9533,113,0.00884956,104.771,104.771,1.13199,,
15.9674,112,0.00892857,104.761,104.761,1.13298,,
15.9816,125,0.008,104.752,104.752,1.13398,,
15.9958,110,0.00909091,104.743,104.743,1.13498,,
16.0099,113,0.00884956,104.733,104.733,1.13598,,
