x,y_obs,weight,y_calc,y_bkg,Q,phase 1,phase 2
15.4431,122,0.00819672,105.209,105.209,1.09601,,
15.4573,116,0.00862069,105.2,105.2,1.09701,,
15.4715,120,0.00833333,105.19,105.19,1.09801,,
15.4856,111,0.00900901,105.181,105.181,1.09901,,
15.4998,109,0.00917431,105.171,105.171,1.10001,,
15.514,125,0.008,105.161,105.161,1.10101,,
15.5282,118,0.00847458,105.152,105.152,1.10201,,
15.5423,87,0.0114943,105.142,105.142,1.10301,,
15.5565,105,0.00952381,105.133,105.133,1.10401,,
15.5707,120,0.00833333,105.123,105.123,1.10501,,
15.5848,105,0.00952381,105.114,105.114,1.10601,,
15.599,105,0.00952381,105.104,105.104,1.10701,,
15.6132,100,0.01,105.095,105.095,1.10801,,
15.6273,117,0.00854701,105.085,105.085,1.10901,,
15.6415,96,0.0104167,105.075,105.075,1.11,,
15.6557,112,0.00892857,105.066,105.066,1.111,,
15.6699,89,0.011236,105.056,105.056,1.112,,
15.684,110,0.00909091,105.047,105.047,1.113,,
15.6982,108,0.00925926,105.037,105.037,1.114,,
15.7124,100,0.01,105.028,105.028,1.115,,
15.7265,112,0.00892857,105.018,105.018,1.116,,
15.7407,93,0.0107527,105.008,105.008,1.117,,
15.7549,119,0.00840336,104.999,104.999,1.118,,
15.769,113,0.00884956,104.989,104.989,1.119,,
15.7832,129,0.00775194,104.98,104.98,1.12,,
15.7974,121,0.00826446,104.97,104.97,1.121,,
15.8116,114,0.00877193,104.96,104.96,1.122,,
15.8257,113,0.00884956,104.951,104.951,1.12299,,
15.8399,122,0.00819672,104.941,104.941,1.12399,,
15.8541,108,0.00925926,104.932,104.932,1.12499,,
15.8682,109,0.00917431,104.922,104.922,1.12599,,
15.8824,112,0.00892857,104.912,104.912,1.12699,,
15.8966,97,0.0103093,104.903,104.903,1.12799,,
15.9107,118,0.00847458,104.893,104.893,1.12899,,
15.9249,96,0.0104167,104.883,104.883,1.12999,,
15.9391,108,0.00925926,104.874,104.874,1.13099,,
15.9533,113,0.00884956,104.864,104.864,1.13199,,
15.9674,112,0.00892857,104.854,104.854,1.13298,,
15.9816,125,0.008,104.845,104.845,1.13398,,
15.9958,110,0.00909091,104.835,104.835,1.13498,,
